-1.44267,-0.615293
-0.631983,1.38549
1.30782,0.692927
0.791759,-1.20269
-1.05957,-0.918503
-1.05761,0.866053
0.610875,1.18579
1.27047,-0.288917
0.0916058,-1.27063
-1.142,-0.500431
-0.877689,0.849599
0.388719,1.13313
1.16082,0.188343
0.751281,-0.878056
-0.289247,-1.09927
-1.026,-0.44716
-1.00507,0.454591
-0.405463,1.00996
0.323232,1.02503
0.838352,0.65274
1.03977,0.155944
1.00549,-0.271335
0.872399,-0.55252
0.756824,-0.691158
0.729623,-0.710328
0.814653,-0.601591
0.963696,-0.296096
0.961514,0.291176
0.333662,0.944949
-0.924149,0.383666
1.00013,0
-0.924149,-0.383666
0.333662,-0.944949
0.961514,-0.291176
0.963696,0.296096
0.814653,0.601591
0.729623,0.710328
0.756824,0.691158
0.872399,0.55252
1.00549,0.271335
1.03977,-0.155944
0.838352,-0.65274
0.323232,-1.02503
-0.405463,-1.00996
-1.00507,-0.454591
-1.026,0.44716
-0.289247,1.09927
0.751281,0.878056
1.16082,-0.188343
0.388719,-1.13313
-0.877689,-0.849599
-1.142,0.500431
0.0916058,1.27063
1.27047,0.288917
0.610875,-1.18579
-1.05761,-0.866053
-1.05957,0.918503
0.791759,1.20269
1.30782,-0.692927
-0.631983,-1.38549
